,,,Race & ethnicity,,Nationality,,,,,Occupation,,,,,,Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T6,BZi1n,"Running away from a bad situation, trying to find a better life for their families",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T6,dj72A,"Somebody who's fleeing from a dangerous situation in their home country, but who doesn't have the means to immigrate legally",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
T1,O4xkb,Someone coming to a different country for a better life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,1wFpN,"Someone fleeing from their country for a better life. Hardworking, and just wanting to get by for their family.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T4,pZm9x,"Someone fleeing violence that needs refuge in a country that would do anything to refuse them that refuge. Generally, they pull their own weight, and are fairly hardworking, due to the fact that many of them don't come from privilege, and understand the necessity of putting in the effort.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T3,J3m9u,Someone looking for a better life. Or someone who fled their country and risked it all to be here for a reason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
T6,pWA4M,Someone trying to achieve a better life. They are a good person.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,RonUq,"Someone who came into the country looking for a better life, whether it is for economic reasons or to be free from persecution.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T1,v9Fwx,someone who came to this country without proper documentation probably trying to find a better life for themselves or their family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,T1JHz,"Someone who comes for a visit and ends up staying, not really a criminal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,47C0i,Someone who comes in from the south and moves to the US,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,JeAER,Someone who comes to the U.S. to find better a life and job opportunities. The need for immigration is pressing or they do not have the resources needed to navigate the process on their own,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T5,cDodl,Someone who does not have citizen ships,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,vUdAN,"Someone who goes through hardship, that want's a better life in America.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,jRt23,Someone who has left their country due to the dangers they face there.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T4,fzWtw,"Someone who has put their life in danger to give themselves and their family a better life. They are someone who takes pride in their work, knows the value of hard work, and would do anything to improve their current living situation.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T1,6P9kD,Someone who is desparate to get a better life for themselves and/or their children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,LgKCq,Someone who is escaping from a country to another to try and live a good life for him and his family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T3,jBKY0,Someone who is hardworking and likely has made a commitment to escape poverty by any means necessary.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T2,YBMOU,Someone who is in a desperate situation and the US forced them to commit a crime due to their unnecessarily long and complicated process.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T1,ov1eb,Someone who is in a state of fear from where they are from. They only feel safe if they are not in their home country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T1,RE0hJ,Someone who is trying to go somewhere where they feel more safe and that they will have more opportunities. Someone who is scared and looking for a better life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T5,ktt2H,Someone who leaves their country and comes to a different one. They likely have a job that does not allow for much upward mobility.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,5Kxuc,"Someone who wants a better life, despite opposition from the law.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,i3GS2,somone who overstayed their visa. now they don't have access to things such as healthcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,V6alB,"Sympathetic towards the typical illegal immigrant. However, this doesn't erase the fact that they circumvented the legal system and is breaking the law. Some of my family was or still are illegal, and I believe that it is their responsibility to remedy that and become citizens. For all intents and purposes, I believe that illegal immigrants are breaking the law and default in the wrong for doing so, and not doing anything to fix that fact just make it worse.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
T2,QqazS,"That they are normal people, everyone is different so characteristics are going to change on a person to person basis. Overall they just want to be with their families and in a safe place.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T5,JtE6m,The immigration system needs to be reformed so that everyone can have access to legal immigrate to the country.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T4,O75mz,The only people that should be considered illegal here are the people who stole the lands from the Native Peoples without permission. Undocumented immigrants are unjustly treated and are incredibly important to the success of this nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
T3,MNjku,The typical illegal imirgrant is a someone who moves to another country looking for job opportunities and better homes that they feel can not be achieved in their home. They are hardworking dedicated people who understand to achieve what is necessary handwork is required and are one of the most honest and kind people.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,seqi1,The typical illegal immigrant in my perspective is a hardworking person who is trying to find a better life for themselves or maybe family anywhere that they can get it at any stake.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,2Jo6m,"The typical illegal immigrant is a hard worker who seeks refuge from possibly oppressive governments and/or conditions, and America is that beacon of hope which should provide comfort to these immigrants.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T1,StZIM,"The typical illegal immigrant is an individual that is leaving their country too seek a better life elsewhere. Typically, people do the process illegally rather than legally because the legal process is not always as efficient or safe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T3,UoIrD,The typical illegal immigrant is like the typical American citizen. They can be good for nothing NEETS or productive members of society. The only difference between the two groups would be t heir culture and if they have papers or not.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T3,GVPzD,"The typical illegal immigrant is someone I imagine that was forced to come here, either to provide for their family, or because of conflicts in their country. I have a lot of respect for them and their hardworking nature, because I'm not sure if I could leave y home country in order to provide for my family.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T1,khw8t,The typical illegal immigrant is someone left a very rough situation in another country and is working to make a better life here.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T5,zVNHd,The typical illegal immigrant is someone who comes to the country as an illegal instead of receiving a citizenship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,nnTGR,The typical immigrant is a hardworking person that simply wants to get ahead in life and have equal opportunities.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,FNtS9,"The typical undocumented immigrant can't be as easily generalized as some make it to be. Just like any other group of people, undocumented immigrants are spread out on a spectrum for every attitude.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T4,ApvQr,The typical undocumented immigrant has come to America in search of a better life for their family. They have tried to become legalized but it is becoming harder and more expensive. They are afraid to do any wrong for fear of being sent back to their country of origin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
T6,JzN0K,The typical undocumented immigrant has come to the United States in pursuit of something their country could not offer them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,VQDPF,The typical undocumented immigrant is fleeing violence or poverty and overstays their visa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T3,kheCC,"The typical undocumented immigrant is hardworking and strong. They work at difficult, hard labor jobs that other people are not willing to do.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,WZGML,the typical undocumented immigrant is in America for a better life and more trustworthy and responsible than the average American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,SzNbO,"The typical undocumented immigrant is looking for better life in America, which is completely understandable.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,uMtzF,"The typical undocumented immigrant is one who had to make an unthinkable choice to leave their country, their home, and sometimes their family as well. They had to make this choice because in order to lead a better life for themselves and/or their families. Their situation was likely more dire than the time, money, and effort it takes to legally immigrate to the US. The process takes so long and costs so much that it is not realistic for somebody who truly needs help to go through it. So, they had to make this unthinkable choice. They are hardworking and loyal because they are doing something that probably causes them immense pain and stress just to try and have something better for the ones they love.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T4,LVur5,The typical undocumented immigrant is working in this country to better their life and the lives of their families. They did not have the same opportunities in their home country and are willing to make the sacrifice to come to the United States to get help.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,FNk73,"The typical undocumented immigrant know that given the circumstances they're in, they need to do what is necessary to find a better life. My parents were documented immigrants in a different time period. But I know that if becoming documented was difficult, given bad circumstances, they would also illegally move to America to ensure my sister and I had a chance of a life worth living.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
T4,CP7Na,"The typical undocumented immigrant often does not have the greatest education and subsequently has difficulty getting a well paying job. However, despite these hardhships, they overcome these different obstacles and work as hard as possible to give themselves and their children a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,0vyxK,The typical undocumented immigrant probably just wants a better life for themselves or their family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,YbNfo,"The typical undocumented immigrants is someone that has overstayed their visa, meaning they came through legal and documented means.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,7ueyq,"The vast majority of undocumented immigrants, in my perception, are extremely hardworking, determined, and loyal people looking to get a better life for themselves and their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,HbsqH,"There are many different kinds. Some come here in prospects of a better life, others come to make money, and I honestly have no opinoin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
T1,91QEq,There have been many illegal immigrants that have taken advantage of US citizens and of the Gov. with an example being illegal immigrants not paying taxes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T5,OQv4A,"There is no ""typical illegal immigrant""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T5,o2wUS,"There is no ""typical view"" of an illegal immigrant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T5,BnElC,There is no such thing as a typical immigrant. My view of an illegal immigrant is that they left their country for a good reason most likely and want to live in the US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T1,vUcVV,"There is no typical illegal immigrant. Illegal immigrants come from everywhere for all different reasons, but most of the time it’s about finding a better, safer life for themselves and their families.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
T6,UO1Pu,"There is nothing wrong with an undocumented immigrant, through I will say that part of them is not honest because they have to lie about their legal status for necessary matters. I think undocumented immigrants can work hard but also there are some sketchy restaurants and facilities that take advantage of undocumented immigrants which sucks",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T2,PGDee,"They are a hardworking, well-intentioned person looking for a better life, often fleeing violence, poverty, and/or some other major life issue in their original country.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T2,Y0psJ,they are all different,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T5,22OsP,"They are extremely hardworking people, that are only for a better life for their family.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,Yeb0e,they are fine to me. They are trying as they deem the most sufficient and nesieccary way to achieve a better life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,CiRVd,"They are generally looking for an opportunity, and are humans like everyone else",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T1,iiUvn,"They are hard working people, who just come here for a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,PCeva,They are hardworking but I would have loved for them to be able to come into the country the right way.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,fhwmD,They are hardworking people who came here illegally to hopefully find a better life and escape the hardships of where they came from,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T5,tXhmR,"They are hardworking, but usually uneducated.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,iFNZG,"They are hardworking, persevered, and want a better life for their family.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,qpLoY,They are here to work hard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,59ge2,They are honestly the exact same as an American in the United States. They decided to come to America in search for a better life and they have a bad reputation because they want to travel to land that's already been stolen.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
T4,fSyPM,They are just normal people looking for better opportunities and a better life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
T5,rbTvJ,"They are normally hardworking, especially because they want a better life, however they are dishonest.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,55eEq,They are people looking for freedom and work in a new country. The United States in particular has long waits for work visas and citizenship application. Families do not have time to go through the traditional method if they lack time and resources. Not rapist or immoral as our president thinks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
T5,Kxng6,"They are people who are coming to America for a better life because their home country is dangerous or they do not feel safe there. They also come to America for opportunity, and there are statistics to show that they aid the US economy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
T4,0BvNG,They are poor people from dangerous places seeking shelter in US.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T4,p6mt4,"they are the hardest working people in this country, pay taxes more than our president, and deserve all rights",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,FKMEK,they are trying to find a better life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,j5MXs,They are typically here for try and get better jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,nQpTA,"They are usually people looking for a better life for their family and they are hardworking people, but some are here to commit crimes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T6,FZBBg,"They are usually people who are just seeking a better life and don't want to wait forever to gain citizenship. However, not all of them are coming here for good reason, but most of them are.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,sAQ5k,they are very hardworking and want to accomplish a lot for their families,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,Z0rP6,They came here because they wanted a better life for themselves or their families,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,UaWg8,They can be a valuable asset to companies and their children can lead the next generation if we let them stay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
T1,DUCBm,"They come to America or another country in order to better their life, I don't believe they cause a harm to society as a whole.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,aLTmh,"They deserve a chance to work here without fearing for their life, and children of undocumented immigrants should be automatically given citizenship",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,Uw1vC,They deserve to be here and are in search of a better life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,6e3QU,They get the job done that other's can't or are too slow at,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,CnvfB,they had no choice to be undocumented.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,FNjSw,"They may have encountered some political troubles in their country, so they must come to the United States to find a source of income.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T2,ZSfXI,They most likely worked hard to get here,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,ZAMTP,They mostly want to come to America to start a new living environment and find a job.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,kEbdO,They need to do what they need to do to survive and as other people surviving we should not judge them. No one is illegal on stolen land.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
T4,Qufxz,"They probably came here searching for a better life, and our immigration system is slow and unfair. They made a difficult decision and we should not reprimand them for it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T3,TVhs3,They should be regulated through federal laws to reduce criminal rates related to illegal immigrants.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,kSpy6,They should not be allowed in this country because they demonstrate a lack of care for our laws as they break one simply by entering the country illegally.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,viLcv,"They struggled to escape the previous life they came from a deserve a better chance. Of course we need to have a limit (not too high/low), so that the economy stays/becomes strong, but as of right now we have such a low quota.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,shlkp,"They're coming to work usually to support their family. They are usually hard working and I don't think they are generally violent or bad for society, they are just looking for economic opportunity which I understand.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,HBFsx,"Though sounds cliche, the honest truth about why people immigrate is because they want a better life for their children. They don't go places to do crime they leave to do better - be better. They are dedicated to everything they do and we see this when we learn about the lengths they went through just make sure that their family would have a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,CxTZN,"To me undocumented immigrants are strong, resilient people who leave their homes and all they‚Äôve known to seek out a better life or better job opportunities and they should not be vilified for wanting better for themselves and their children.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T6,td2i4,"To me, an undocumented immigrant could be anyone and doesn't have a specific look or have certain characteristics other than trying to find a better life in a different country.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
T6,LWbGe,"To me, the typical undocumented immigrant is hardworking and intelligent because they have to a new country starting from scratch and build themselves.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,u0qkc,Tupical person to be honest. Nothing exactly stands out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
