,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,12/6/20 20:29,12/6/20 20:35,100,341,TRUE,12/6/20 20:35,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,5 (very well),5 (very well),3,1 (not well at all),2,2,1 (not well at all),1 (not well at all),3,5 (very well),Intelligent|Lazy|Uneducated|Hardworking|Unlawful|Honest|Immoral|Violent|Responsible|Loyal,"I feel like people who are characterized as ""illegal"" immigrants are hardworking honest people who are only coming into the US to find SAFER lives. Many of the Middle Eastern and Latino immigrant coming into the US are in danger in their home countries. No one wants to leave everything they know and everyone they love and uproot their lives to move to a new and hostile nation, unless they felt that their and their familes' lives were in danger.",,,,,,,,,,,,,22,Female,,Asian,No,Independent,,Closer to Democratic Party,Extremely liberal,,I am an immigrant to the USA and a naturalized citizen.,C3
,12/6/20 20:36,12/6/20 20:39,100,163,TRUE,12/6/20 20:39,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,3,5 (very well),3,3,2,3,3,2,3,Unlawful|Uneducated|Responsible|Lazy|Immoral|Honest|Violent|Intelligent|Loyal|Hardworking,Illegal immigration is unfair for the people who want to immigrate to the U.S. legally since they go through all the work to do so.,,,,,,,,,,,,,20,Male,,White,No,Republican,,,Slightly conservative,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C1
,12/6/20 20:33,12/6/20 20:46,100,769,TRUE,12/6/20 20:46,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,2,3,4,4,3,4,3,4,2,2,Uneducated|Lazy|Honest|Unlawful|Hardworking|Loyal|Violent|Intelligent|Responsible|Immoral,There have been many illegal immigrants that have taken advantage of US citizens and of the Gov. with an example being illegal immigrants not paying taxes.,,,,,,,,,,,,,18,Male,,White,No,Republican,,,Conservative,,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 20:41,12/6/20 20:48,100,411,TRUE,12/6/20 20:48,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,5 (very well),4,3,3,3,2,3,2,3,Violent|Loyal|Unlawful|Uneducated|Responsible|Hardworking|Lazy|Honest|Immoral|Intelligent,I think illegal immigrants tend to be very hardworking people but I do not think much of their abilities. ,,,,,,,,,,,,,27,Female,,Asian,No,Independent,,Closer to Democratic Party,Slightly liberal,,Other,C3
,12/6/20 20:18,12/6/20 20:48,100,1812,TRUE,12/6/20 20:48,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,4,5 (very well),2,2,4,2,1 (not well at all),2,3,3,Uneducated|Intelligent|Honest|Violent|Immoral|Loyal|Unlawful|Lazy|Hardworking|Responsible,They are just normal people looking for better opportunities and a better life,19,Male,,White,Yes,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C4
,12/6/20 20:46,12/6/20 20:50,100,277,TRUE,12/6/20 20:50,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,4,3,3,3,3,2,2,3,3,Violent|Hardworking|Immoral|Uneducated|Responsible|Lazy|Loyal|Honest|Unlawful|Intelligent,"Hardworking people who should be incorporated into society. However, as difficult as it sounds, I do believe they should be deported if a violent crime or even perhaps a felony is committed.",,,,,,,,,,,,,21,Male,,"White,Black or African American",No,Independent,,Closer to Republican Party,Slightly conservative,,I am an immigrant to the USA and a naturalized citizen.,C5
,12/6/20 20:49,12/6/20 20:53,100,187,TRUE,12/6/20 20:53,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,3,5 (very well),4,2,3,2,1 (not well at all),2,4,3,Loyal|Lazy|Hardworking|Violent|Intelligent|Responsible|Unlawful|Immoral|Uneducated|Honest,I typically think of an individual who is acting on necessity when thinking of a typical undocumented immigrant. Fleeing from violence or economic turmoil are reasons I would expect an individual to migrate illegally.,20,Male,,White,Yes,Republican,,,Slightly conservative,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,12/6/20 20:56,12/6/20 20:58,100,137,TRUE,12/6/20 20:58,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,,12/6/20,3,5 (very well),2,2,4,3,2,2,5 (very well),5 (very well),Lazy|Responsible|Hardworking|Loyal|Immoral|Honest|Intelligent|Unlawful|Violent|Uneducated,Someone who is hardworking and likely has made a commitment to escape poverty by any means necessary.,,,,,,,,,,,,,24,Male,,White,No,Independent,,Closer to Democratic Party,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/6/20 20:54,12/6/20 21:00,100,388,TRUE,12/6/20 21:00,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,Unlawful|Violent|Immoral|Lazy|Responsible|Intelligent|Uneducated|Hardworking|Loyal|Honest,Previous question was unclear. You were asking how our society feels like those words apply to undocumented immigrants or how I feel like? ,23,Female,,Black or African American,No,Democrat,,,Slightly liberal,,Other,C6
,12/6/20 21:01,12/6/20 21:03,100,145,TRUE,12/6/20 21:03,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Honest|Uneducated|Violent|Unlawful|Hardworking|Intelligent|Loyal|Responsible|Lazy|Immoral,"I think that when I think of a typical illegal immigrant, I picture them to be someone who has sought to make a better life for themself and is very hardworking and driven.",,,,,,,,,,,,,18,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C5
,12/6/20 20:59,12/6/20 21:04,100,275,TRUE,12/6/20 21:04,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,2,3,4,2,2,3,2,3,2,3,Responsible|Violent|Uneducated|Lazy|Honest|Loyal|Hardworking|Immoral|Intelligent|Unlawful,I have sympathy for the plight of undocumented immigrants but the law is more important than emotions.,19,Male,,White,No,Republican,,,Conservative,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C2
,12/6/20 21:09,12/6/20 21:13,100,254,TRUE,12/6/20 21:13,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,5 (very well),Violent|Honest|Loyal|Responsible|Uneducated|Lazy|Immoral|Intelligent|Unlawful|Hardworking,"To me, the typical undocumented immigrant is hardworking and intelligent because they have to a new country starting from scratch and build themselves.",18,Female,,Black or African American,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C6
,12/6/20 21:09,12/6/20 21:13,100,293,TRUE,12/6/20 21:13,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,4,4,2,1 (not well at all),3,3,1 (not well at all),1 (not well at all),3,4,Unlawful|Honest|Hardworking|Responsible|Uneducated|Intelligent|Loyal|Immoral|Violent|Lazy,"Illegal immigrants are decent human beings, with just as much potential as those born in the United States.",,,,,,,,,,,,,20,Male,,Native Hawaiian or Pacific Islander,Yes,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C1
,12/6/20 19:46,12/6/20 21:22,100,5710,TRUE,12/6/20 21:22,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,1 (not well at all),4,2,1 (not well at all),3,2,1 (not well at all),1 (not well at all),1 (not well at all),2,Violent|Immoral|Lazy|Loyal|Uneducated|Unlawful|Honest|Intelligent|Responsible|Hardworking,"The typical illegal immigrant is an individual that is leaving their country too seek a better life elsewhere. Typically, people do the process illegally rather than legally because the legal process is not always as efficient or safe.  ",,,,,,,,,,,,,21,Female,,White,,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 21:28,12/6/20 21:35,100,409,TRUE,12/6/20 21:35,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),2,5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),4,5 (very well),Lazy|Violent|Intelligent|Responsible|Immoral|Honest|Loyal|Unlawful|Hardworking|Uneducated,Illegal immigrants go trhough many hardships in life based on where they were born. They have to be the most hardwoekinf people in order to combat what society thinks of them. Immigrants lack institutioal resources thus they have experienced inequality all throughout their life. They are the most misunderstood and hated group in today. ,21,Female,,Other,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/6/20 21:32,12/6/20 21:38,100,308,TRUE,12/6/20 21:38,anonymous,EN,,Yes,Yes,,12/6/20,4,5 (very well),1 (not well at all),2,3,3,2,2,5 (very well),3,Intelligent|Immoral|Violent|Hardworking|Responsible|Uneducated|Honest|Lazy|Loyal|Unlawful,I feel like they are people who are very desperate to get away from their home country even if it is illegal,,,,,,,,,,,,,18,Male,,Asian,No,Independent,,Closer to Democratic Party,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/6/20 21:37,12/6/20 21:42,100,289,TRUE,12/6/20 21:42,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,3,2,1 (not well at all),3,3,1 (not well at all),2,3,3,Uneducated|Immoral|Intelligent|Responsible|Violent|Loyal|Hardworking|Lazy|Honest|Unlawful,Someone coming to a different country for a better life.,,,,,,,,,,,,,22,Male,,White,No,Independent,,Neither,"Moderate, middle of the road",Moderate,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 21:49,12/6/20 21:51,100,162,TRUE,12/6/20 21:51,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,4,4,2,4,3,2,3,4,2,Honest|Unlawful|Intelligent|Hardworking|Responsible|Uneducated|Immoral|Lazy|Loyal|Violent,I believe that nobody should come into the United States illegally however there should be equip quicker process to those who are willing to work to become successful. We are a nation of the free but there are some requirements to get in.,,,,,,,,,,,,,19,Female,,White,No,Independent,,Closer to Republican Party,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C5
,12/6/20 21:48,12/6/20 21:52,100,240,TRUE,12/6/20 21:52,anonymous,EN,,Yes,Yes,,12/6/99,,,,,,,,,,,,,4,4,1 (not well at all),1 (not well at all),3,1 (not well at all),3,1 (not well at all),3,3,Lazy|Violent|Immoral|Uneducated|Loyal|Honest|Unlawful|Hardworking|Intelligent|Responsible,I can't really say much as I am not in their place,21,Female,,Asian,No,Democrat,,,Slightly liberal,,Other,C2
,12/6/20 21:45,12/6/20 21:59,100,826,TRUE,12/6/20 21:59,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,4,4,1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Uneducated|Immoral|Violent|Responsible|Hardworking|Honest|Intelligent|Loyal|Unlawful|Lazy,"Just because undocumented immigrants came to this country illegally, does not mean that they are any worse than anyone else. They deserve just as much of a chance in this country.",20,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C6
,12/6/20 22:06,12/6/20 22:09,100,211,TRUE,12/6/20 22:09,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/00,4,4,1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),4,4,Violent|Uneducated|Immoral|Hardworking|Loyal|Lazy|Unlawful|Intelligent|Honest|Responsible,"I see ""illegal"" immigrants as people who want to come to a new country to find better opportunities for themselves and their family.",,,,,,,,,,,,,20,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C5
,12/6/20 22:11,12/6/20 22:13,100,153,TRUE,12/6/20 22:13,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,4,5 (very well),3,2,3,4,1 (not well at all),2,4,4,Responsible|Lazy|Intelligent|Loyal|Hardworking|Violent|Uneducated|Honest|Immoral|Unlawful,"Hardworking, believes in American dream, wants to create a ""better live"" for themselves and family",,,,,,,,,,,,,20,Male,,White,No,Independent,,Closer to Republican Party,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C1
,12/6/20 20:54,12/6/20 22:14,100,4814,TRUE,12/6/20 22:14,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,3,4,3,1 (not well at all),3,2,1 (not well at all),1 (not well at all),3,3,Uneducated|Responsible|Lazy|Honest|Hardworking|Intelligent|Immoral|Unlawful|Loyal|Violent,an impoverished person looking for a better life path,21,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C4
,12/6/20 22:06,12/6/20 22:14,100,512,TRUE,12/6/20 22:14,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),4,5 (very well),Hardworking|Intelligent|Uneducated|Violent|Unlawful|Honest|Immoral|Lazy|Responsible|Loyal,My view on the typical undocumented immigrant is that there just like everyone else. These are hard-working individuals trying to provide a future for themselves and their families. Undocumented immigrants are individuals who work tirelessly and import so much to a country who does not provide back. ,19,Male,,Other,Yes,Independent,,Neither,"Moderate, middle of the road",Moderate,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/6/20 22:15,12/6/20 22:17,100,166,TRUE,12/6/20 22:17,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,1 (not well at all),1 (not well at all),5 (very well),3,1 (not well at all),5 (very well),5 (very well),5 (very well),1 (not well at all),1 (not well at all),Lazy|Immoral|Intelligent|Unlawful|Honest|Responsible|Violent|Hardworking|Uneducated|Loyal,"If they are just here to work, they should have gotten documentation. All of them need to be deported and put on a list ASAP. This shouldn't even be a question. We can help people who are seeking asylum more or help people become citizens more easily, but no one should live in this country undocumented. It makes us look weak to our enemies and threatens our national security. ",20,Male,,White,No,Republican,,,Extremely conservative,,"My parents, grandparents and I were all born in the USA.",C6
,12/6/20 22:10,12/6/20 22:19,100,501,TRUE,12/6/20 22:19,anonymous,EN,,Yes,Yes,,2/15/02,,,,,,,,,,,,,3,4,2,2,4,2,2,2,3,3,Uneducated|Responsible|Unlawful|Loyal|Immoral|Intelligent|Violent|Lazy|Hardworking|Honest,Very hardworkers ,18,Female,,White,No,Independent,,Closer to Republican Party,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C2
,12/6/20 22:24,12/6/20 22:26,100,146,TRUE,12/6/20 22:26,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,2,5 (very well),3,3,2,4,2,2,3,3,Hardworking|Immoral|Intelligent|Uneducated|Loyal|Unlawful|Violent|Responsible|Lazy|Honest,"Hard working, typically from an impoverished area and is desperate for a better situation ",,,,,,,,,,,,,22,Male,,White,No,Republican,,,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C3
,12/6/20 22:27,12/6/20 22:30,100,162,TRUE,12/6/20 22:30,anonymous,EN,,,,,12/6/20,3,4,2,2,3,2,1 (not well at all),1 (not well at all),2,4,Lazy|Intelligent|Honest|Immoral|Violent|Uneducated|Loyal|Hardworking|Unlawful|Responsible,"They struggled to escape the previous life they came from a deserve a better chance. Of course we need to have a limit (not too high/low), so that the economy stays/becomes strong, but as of right now we have such a low quota.",,,,,,,,,,,,,20,Female,,Asian,No,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,12/6/20 22:31,12/6/20 22:32,100,108,TRUE,12/6/20 22:32,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),4,Uneducated|Lazy|Responsible|Immoral|Honest|Violent|Loyal|Hardworking|Intelligent|Unlawful,Undocumented immigrants are extremely brave individuals who took severe risks to try and achieve the best life possible for themselves and their family members.,20,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C6
,12/6/20 22:29,12/6/20 22:34,100,270,TRUE,12/6/20 22:34,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,4,2,2,4,3,2,2,4,4,Loyal|Uneducated|Immoral|Responsible|Intelligent|Honest|Unlawful|Violent|Hardworking|Lazy,I think that immigrants are just as any other person disregarding their status as an immigrant. They may not be able to get a higher education because of federal loans but their character is not defined by the fact that they are an immigrant.,,,,,,,,,,,,,19,Female,,Other,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
,12/6/20 22:43,12/6/20 22:47,100,198,TRUE,12/6/20 22:47,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,3,4,2,1 (not well at all),3,2,2,1 (not well at all),3,3,Violent|Uneducated|Honest|Loyal|Responsible|Unlawful|Intelligent|Hardworking|Lazy|Immoral,"The typical undocumented immigrant can't be as easily generalized as some make it to be. Just like any other group of people, undocumented immigrants are spread out on a spectrum for every attitude.",18,Male,,Asian,No,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,12/6/20 22:11,12/6/20 22:51,100,2434,TRUE,12/6/20 22:51,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,3,4,2,1 (not well at all),3,3,2,1 (not well at all),3,3,Uneducated|Violent|Honest|Loyal|Intelligent|Responsible|Unlawful|Lazy|Immoral|Hardworking,"The typical undocumented immigrant know that given the circumstances they're in, they need to do what is necessary to find a better life. My parents were documented immigrants in a different time period. But I know that if becoming documented was difficult, given bad circumstances, they would also illegally move to America to ensure my sister and I had a chance of a life worth living. ",18,Female,,Asian,No,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/6/20 22:49,12/6/20 22:51,100,112,TRUE,12/6/20 22:51,anonymous,EN,,Yes,,,12/6/20,5 (very well),5 (very well),5 (very well),2,5 (very well),1 (not well at all),2,5 (very well),5 (very well),5 (very well),Loyal|Immoral|Intelligent|Honest|Responsible|Unlawful|Uneducated|Hardworking|Violent|Lazy,"Someone who goes through hardship, that want's a better life in America. ",,,,,,,,,,,,,20,Male,,Asian,No,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,12/6/20 22:36,12/6/20 22:53,100,1003,TRUE,12/6/20 22:53,anonymous,EN,,Yes,Yes,,12/6/20,3,4,2,3,3,4,2,2,3,2,Lazy|Hardworking|Intelligent|Immoral|Violent|Responsible|Honest|Unlawful|Uneducated|Loyal,"They are hardworking, but usually uneducated.",,,,,,,,,,,,,21,Male,,Asian,No,Independent,,Closer to Republican Party,Slightly liberal,,Other,C5
,12/6/20 22:44,12/6/20 23:00,100,951,TRUE,12/6/20 23:00,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Immoral|Lazy|Responsible|Unlawful|Hardworking|Honest|Loyal|Uneducated|Intelligent|Violent,"They are hard working people, who just come here for a better life.",,,,,,,,,,,,,18,Female,,Other,Yes,Democrat,,,Slightly liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C1
,12/6/20 23:05,12/6/20 23:08,100,186,TRUE,12/6/20 23:08,anonymous,EN,,Yes,Yes,,12/6/20,,,,,,,,,,,,,4,4,2,2,4,1 (not well at all),2,2,2,2,Lazy|Immoral|Responsible|Unlawful|Intelligent|Honest|Violent|Loyal|Uneducated|Hardworking,Undocumented immigrants are great people but the inability to tax them puts citizens as a serious disadvantage,22,Male,,White,No,Independent,,Closer to Republican Party,"Moderate, middle of the road",Conservative,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C2
,12/6/20 23:07,12/6/20 23:09,100,126,TRUE,12/6/20 23:09,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,3,4,3,2,3,2,2,3,3,4,Lazy|Intelligent|Violent|Unlawful|Uneducated|Responsible|Loyal|Hardworking|Honest|Immoral,Tupical person to be honest. Nothing exactly stands out,,,,,,,,,,,,,19,Male,,Asian,No,Independent,,Closer to Democratic Party,Slightly liberal,,I am an immigrant to the USA and a naturalized citizen.,C3
,12/6/20 23:05,12/6/20 23:13,100,483,TRUE,12/6/20 23:13,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,,12/6/20,,,,,,,,,,,,,2,2,4,4,2,4,3,3,2,2,Hardworking|Uneducated|Honest|Intelligent|Unlawful|Loyal|Lazy|Immoral|Responsible|Violent,"If these illegal immigrants have a good education, then they should understand how to use legal means to fight for their rights.",19,Male,,Asian,No,Independent,,Neither,"Moderate, middle of the road",Liberal,Other,C6
,12/6/20 23:10,12/6/20 23:14,100,222,TRUE,12/6/20 23:14,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,4,5 (very well),2,1 (not well at all),4,2,2,1 (not well at all),5 (very well),4,Uneducated|Loyal|Immoral|Violent|Responsible|Honest|Hardworking|Lazy|Intelligent|Unlawful,"Someone fleeing violence that needs refuge in a country that would do anything to refuse them that refuge. Generally, they pull their own weight, and are fairly hardworking, due to the fact that many of them don't come from privilege, and understand the necessity of putting in the effort.",20,Other,nonbinary,Asian,No,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,12/6/20 23:14,12/6/20 23:16,100,134,TRUE,12/6/20 23:16,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,3,3,3,3,3,3,4,3,3,3,Hardworking|Violent|Loyal|Responsible|Immoral|Uneducated|Unlawful|Honest|Intelligent|Lazy,They most likely worked hard to get here,18,Male,,Asian,No,Democrat,,,Slightly liberal,,I am an immigrant to the USA and a naturalized citizen.,C2
,12/6/20 23:14,12/6/20 23:17,100,209,TRUE,12/6/20 23:17,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",12/6/20,,,,,,,,,,,,,4,5 (very well),2,2,3,2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Immoral|Honest|Uneducated|Loyal|Hardworking|Responsible|Unlawful|Violent|Lazy|Intelligent,The typical undocumented immigrant has come to America in search of a better life for their family. They have tried to become legalized but it is becoming harder and more expensive. They are afraid to do any wrong for fear of being sent back to their country of origin.,20,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C4
